,loan_amnt,int_rate,installment
16783,15000,10.00%,484.01
16784,24000,14.91%,830.92
16785,4200,6.92%,129.54
16786,4800,17.88%,121.58
16787,6000,10.37%,128.58
16788,7000,11.11%,229.54
16789,35000,15.65%,844.64
16790,1000,11.11%,32.8
16791,12000,11.11%,393.5
16792,8000,7.66%,249.44
16793,12000,11.11%,393.5
16794,3000,10.37%,97.33
16795,10000,10.37%,324.42
16796,5000,11.11%,163.96
16797,4500,16.77%,111.29
16798,2000,13.06%,67.45
16799,15000,15.65%,524.77
16800,15000,12.68%,503.11
16801,16000,5.79%,485.24
16802,10000,6.92%,308.41
16803,20675,10.00%,667.13
16804,16000,14.91%,379.89
16805,35000,10.37%,1135.45
16806,35000,12.68%,790.64
16807,28000,14.91%,664.8
16808,2700,10.00%,87.13
16809,5600,14.91%,193.88
16810,13500,7.66%,420.93
16811,8000,5.79%,242.62
16812,20675,20.11%,549.03
16813,10000,12.68%,225.9
16814,5000,13.06%,113.92
16815,9975,13.06%,336.39
16816,6000,12.68%,201.25
16817,28000,14.91%,969.4
16818,2700,6.92%,83.27
16819,10000,11.11%,327.91
16820,10000,10.74%,216.13
16821,6000,14.91%,142.46
16822,24000,19.36%,627.34
16823,10000,16.02%,243.29
16824,4800,10.74%,156.56
16825,12000,10.74%,391.39
16826,7000,10.00%,225.88
16827,6000,14.91%,207.73
16828,3500,14.91%,121.18
16829,5200,5.42%,156.84
16830,14125,10.37%,458.24
16831,3000,5.42%,90.48
16832,1000,13.06%,22.79
16833,5600,16.40%,137.38
16834,26000,17.88%,658.54
16835,5000,6.92%,154.21
16836,1500,7.29%,46.52
16837,10000,7.29%,310.1
16838,3500,10.00%,112.94
16839,15000,17.51%,376.92
16840,14000,10.00%,451.75
16841,1850,10.74%,60.34
16842,10000,10.37%,214.3
16843,12000,16.77%,296.75
16844,5000,5.42%,150.8
16845,24000,14.17%,560.56
16846,8000,10.00%,258.14
16847,8000,17.14%,199.43
16848,21450,7.29%,665.17
16849,15000,10.00%,484.01
16850,14400,10.74%,469.67
16851,20000,10.74%,432.26
16852,24000,18.62%,617.57
16853,7000,11.11%,229.54
16854,18225,10.37%,591.25
16855,33950,18.25%,866.74
16856,16075,10.37%,521.5
16857,8000,15.28%,278.43
16858,1000,14.91%,34.63
16859,5900,7.66%,183.97
16860,6500,10.37%,210.87
16861,15000,11.11%,491.87
16862,10850,7.66%,338.31
16863,3000,10.00%,96.81
16864,8000,5.79%,242.62
16865,6800,15.65%,164.11
16866,12000,10.37%,389.3
16867,9000,10.37%,192.87
16868,8000,14.17%,186.86
16869,10000,5.79%,303.27
16870,8400,6.92%,259.07
16871,9600,5.42%,289.54
16872,20000,13.06%,455.68
16873,10000,15.65%,349.85
16874,12000,14.91%,284.92
16875,10400,18.25%,377.3
16876,4400,7.29%,136.45
16877,4950,9.63%,158.87
16878,3600,7.29%,71.78
16879,1000,12.68%,22.59
16880,18000,13.80%,416.97
16881,25000,10.74%,815.4
16882,5000,7.29%,155.05
16883,11300,10.37%,366.59
16884,7225,6.92%,222.83
16885,9500,12.68%,214.61
16886,3000,7.29%,93.03
16887,6000,9.63%,192.57
16888,5000,5.79%,151.64
16889,3000,10.00%,96.81
16890,25000,14.17%,583.92
16891,7200,15.28%,172.35
16892,8750,9.63%,280.83
16893,15000,17.51%,376.92
16894,1000,7.29%,31.01
16895,7000,7.29%,217.07
16896,2750,10.37%,89.22
16897,15075,10.37%,323.06
16898,15000,13.43%,508.53
16899,8000,13.06%,269.79
16900,20000,14.17%,467.13
16901,3500,11.11%,76.3
16902,9000,7.66%,280.62
16903,25000,13.06%,569.6
16904,10200,17.88%,258.35
16905,1500,11.11%,49.19
16906,8000,13.06%,182.28
16907,6500,12.68%,218.02
16908,10000,16.40%,245.32
16909,13000,7.29%,403.13
16910,15000,10.00%,484.01
16911,16000,9.63%,337.05
16912,15000,10.37%,486.62
16913,5000,11.11%,108.99
16914,11000,7.29%,341.11
16915,5000,7.29%,155.05
16916,12375,7.29%,383.75
16917,2400,16.40%,58.88
16918,35000,19.36%,914.87
16919,2750,9.63%,88.26
16920,11700,11.11%,255.03
16921,5000,14.91%,118.72
16922,3800,10.37%,123.28
16923,7000,5.42%,211.12
16924,9000,16.40%,220.78
16925,9200,6.92%,283.74
16926,16000,11.11%,348.76
16927,35000,10.37%,750.04
16928,13325,16.02%,324.18
16929,11200,10.37%,363.35
16930,35000,17.14%,1250.29
16931,9000,9.63%,288.85
16932,11000,11.11%,360.7
16933,9700,9.63%,311.31
16934,33600,19.36%,878.28
16935,35000,15.65%,1224.46
16936,20000,10.37%,648.83
16937,2650,15.28%,63.44
16938,21000,11.11%,688.61
16939,20000,10.74%,432.26
16940,6325,17.14%,157.67
16941,16000,16.40%,392.5
16942,6000,17.14%,149.57
16943,2400,7.66%,74.84
16944,1000,14.91%,34.63
16945,10000,11.11%,217.98
16946,4000,11.11%,131.17
16947,14000,16.02%,492.34
16948,5000,14.91%,173.11
16949,17000,16.40%,417.03
16950,3600,6.92%,111.03
16951,17500,16.40%,372.49
16952,4200,7.29%,130.25
16953,2000,10.74%,65.24
16954,35000,10.74%,756.46
16955,6000,10.00%,127.49
16956,25000,15.65%,603.32
16957,6000,6.92%,185.05
16958,9000,11.11%,295.12
16959,10800,16.40%,264.94
16960,6400,6.00%,123.73
16961,10000,10.37%,324.42
16962,4000,10.74%,86.46
16963,5050,5.42%,152.31
16964,27300,17.51%,685.99
16965,14800,16.02%,360.07
16966,20000,11.11%,435.95
16967,9600,17.51%,241.23
16968,12000,7.29%,372.12
16969,13000,6.92%,400.93
16970,20000,18.99%,518.71
16971,7200,14.91%,170.95
16972,4500,14.54%,154.99
16973,6000,5.79%,181.97
16974,20000,18.99%,518.71
16975,4000,14.17%,93.43
16976,20000,10.37%,648.83
16977,21000,11.11%,688.61
16978,3000,7.66%,93.54
16979,6000,10.00%,193.61
16980,13750,18.25%,351.04
16981,12000,13.06%,404.68
16982,3500,14.91%,83.1
16983,7500,9.63%,240.71
16984,35000,13.06%,797.44
16985,5000,11.11%,163.96
16986,11000,10.74%,237.75
16987,30000,20.48%,802.86
16988,6000,10.00%,193.61
16989,10000,14.91%,346.22
16990,35000,18.25%,893.54
16991,6000,12.68%,201.25
16992,2500,7.66%,77.95
16993,2225,7.66%,69.38
16994,10000,5.79%,303.27
16995,3000,12.68%,100.63
16996,12000,6.92%,370.09
16997,8400,10.37%,180.01
16998,4000,10.74%,130.47
16999,5600,10.37%,181.68
17000,15000,9.63%,481.41
17001,15000,15.65%,361.99
17002,4000,17.51%,100.52
17003,3900,13.80%,90.35
17004,12000,16.77%,296.75
17005,12000,13.43%,275.69
17006,10000,14.17%,342.61
17007,20000,15.28%,478.75
17008,2400,7.29%,74.43
17009,6000,14.91%,207.73
17010,3300,10.37%,107.06
17011,8000,16.40%,196.25
17012,3000,13.06%,101.17
17013,4500,5.79%,136.48
17014,20000,9.63%,641.88
17015,5000,16.02%,121.65
17016,11200,14.17%,261.6
17017,6400,14.91%,151.96
17018,12000,7.66%,374.16
17019,13000,18.25%,331.89
17020,30000,18.62%,771.96
17021,12375,15.65%,298.64
17022,10000,13.06%,337.23
17023,12000,14.17%,280.28
17024,4375,5.79%,132.69
17025,16800,10.37%,360.02
17026,3000,7.29%,93.03
17027,5600,11.11%,183.63
17028,1900,7.29%,58.92
17029,32000,16.02%,778.52
17030,12000,15.28%,287.25
17031,10000,10.37%,214.3
17032,21250,20.11%,564.3
17033,12000,10.37%,389.3
17034,7000,6.92%,215.89
17035,5000,12.68%,167.71
17036,8000,16.02%,194.63
17037,21000,13.06%,478.46
17038,5000,12.68%,167.71
17039,4375,10.00%,141.17
17040,20000,19.36%,522.79
17041,6300,15.28%,150.81
17042,2425,5.42%,73.14
17043,15000,10.37%,321.45
17044,15000,11.11%,326.96
17045,24000,10.37%,778.59
17046,19200,11.11%,418.51
17047,13000,9.63%,417.22
17048,11200,5.42%,337.8
17049,5000,7.66%,155.9
17050,15000,12.68%,338.85
17051,12700,14.91%,301.54
17052,10000,7.66%,311.8
17053,4000,7.29%,124.04
17054,17000,14.91%,403.63
17055,10000,15.28%,348.03
17056,8000,12.68%,180.72
17057,3000,16.40%,73.6
17058,2500,10.37%,81.11
17059,15000,16.40%,367.97
17060,8000,11.11%,262.33
17061,16300,14.91%,564.33
17062,30000,7.29%,930.3
17063,7000,14.91%,242.35
17064,1000,7.29%,31.01
17065,5500,10.00%,116.86
17066,4000,6.92%,123.37
17067,15000,10.00%,484.01
17068,7500,13.06%,170.88
17069,12000,12.68%,271.08
17070,6000,7.29%,186.06
17071,10000,6.92%,308.41
17072,1200,7.29%,37.22
17073,16800,13.43%,385.96
17074,14125,12.68%,319.08
17075,10000,13.06%,337.23
17076,25000,12.68%,564.74
17077,1425,10.37%,46.23
17078,2400,13.06%,80.94
17079,15275,16.02%,371.63
17080,10575,14.17%,247.0
17081,35000,13.80%,1192.83
17082,2000,10.00%,64.54
17083,7000,10.00%,148.73
17084,12000,5.79%,363.93
17085,6250,5.42%,188.5
17086,20000,10.74%,432.26
17087,35000,11.11%,1147.68
17088,7200,7.29%,223.28
17089,8000,9.63%,256.76
17090,10000,7.29%,310.1
17091,2800,14.17%,95.93
17092,20000,20.11%,531.11
17093,4000,9.63%,128.38
17094,5000,12.68%,167.71
17095,6000,6.92%,185.05
17096,10000,11.11%,327.91
17097,15000,16.40%,367.97
17098,4000,12.68%,134.17
17099,2400,15.28%,83.53
17100,6000,5.79%,181.97
17101,10000,13.43%,229.74
17102,4000,5.42%,120.64
17103,4000,13.06%,134.9
17104,4500,13.80%,104.25
17105,5200,13.43%,176.29
17106,18000,7.66%,561.24
17107,30000,13.43%,689.22
17108,3000,10.00%,96.81
17109,30000,16.40%,735.94
17110,18000,9.63%,577.69
17111,4500,13.06%,102.53
17112,4000,10.00%,129.07
17113,3200,12.68%,107.33
17114,35000,16.02%,851.51
17115,7000,15.65%,168.93
17116,6000,5.79%,181.97
17117,28000,16.02%,681.21
17118,5300,13.80%,122.78
17119,5600,6.92%,172.71
17120,5000,5.42%,150.8
17121,10000,11.11%,327.91
17122,4800,13.06%,161.87
17123,31825,18.25%,812.49
17124,13200,15.28%,459.4
17125,4500,10.37%,145.99
17126,9000,14.17%,308.35
17127,3500,13.80%,119.29
17128,6700,6.92%,206.64
17129,8000,12.68%,268.33
17130,7000,14.91%,242.35
17131,12000,7.29%,372.12
17132,5000,14.17%,171.31
17133,4500,13.06%,102.53
17134,6000,10.00%,193.61
17135,2000,10.74%,65.24
17136,5500,10.37%,117.87
17137,1000,10.37%,32.45
17138,20000,14.17%,685.21
17139,8000,9.63%,256.76
17140,15000,12.68%,503.11
17141,5000,15.28%,174.02
17142,7600,6.00%,231.21
17143,30000,17.51%,753.83
17144,9000,7.66%,280.62
17145,15850,18.25%,404.65
17146,30000,15.65%,723.98
17147,12000,10.37%,389.3
17148,6000,5.79%,181.97
17149,3000,5.79%,90.99
17150,4500,12.68%,101.66
17151,3500,7.29%,69.79
17152,16000,10.37%,342.88
17153,8875,7.66%,276.73
17154,10950,11.11%,359.06
17155,9800,14.91%,232.68
17156,25000,17.88%,633.21
17157,12000,17.14%,299.14
17158,2500,7.29%,77.53
17159,6000,9.63%,192.57
17160,3000,5.42%,90.48
17161,18825,13.43%,432.49
17162,10000,14.54%,344.41
17163,7000,7.29%,217.07
17164,5475,12.68%,183.64
17165,8800,11.11%,191.82
17166,24000,10.37%,514.31
17167,7000,6.92%,215.89
17168,7000,7.29%,217.07
17169,4200,10.74%,136.99
17170,10000,6.92%,308.41
17171,9000,9.63%,288.85
17172,10000,13.06%,337.23
17173,6000,10.00%,193.61
17174,12000,14.91%,284.92
17175,4375,10.74%,142.7
17176,11000,12.68%,368.95
17177,10625,13.06%,358.31
17178,20000,12.68%,451.8
17179,5000,16.40%,122.66
17180,3000,10.00%,96.81
17181,4800,5.79%,145.57
17182,3000,11.11%,98.38
17183,8000,10.37%,171.44
17184,19125,16.77%,472.95
17185,8000,13.80%,272.65
17186,16000,17.14%,398.85
17187,2000,7.66%,62.36
17188,8000,10.74%,260.93
17189,2400,13.80%,81.8
17190,10000,6.92%,308.41
17191,8500,10.37%,275.76
17192,5500,14.91%,130.59
17193,30000,17.14%,747.84
17194,26000,19.74%,685.09
17195,4400,7.29%,136.45
17196,3200,10.74%,104.38
17197,2500,15.65%,87.47
17198,2800,10.37%,60.01
17199,13000,15.28%,311.19
17200,18250,12.68%,412.27
17201,7000,9.63%,224.66
17202,14000,18.25%,357.42
17203,5000,10.74%,163.08
17204,35000,10.37%,750.04
17205,10000,10.00%,322.68
17206,24000,10.37%,514.31
17207,10000,7.29%,310.1
17208,8500,13.06%,193.67
17209,15750,18.99%,408.48
17210,2000,9.63%,64.19
17211,19300,15.28%,461.99
17212,25000,10.00%,806.68
17213,21000,16.40%,515.16
17214,17625,19.36%,460.71
17215,8000,9.63%,168.53
17216,10000,7.29%,310.1
17217,5300,7.66%,165.26
17218,2500,10.37%,81.11
17219,1000,12.68%,33.55
17220,35000,10.37%,750.04
17221,20000,15.65%,482.65
17222,20000,11.11%,655.82
17223,5000,14.54%,172.21
17224,10000,7.66%,311.8
17225,12000,5.42%,361.92
17226,7200,13.80%,166.79
17227,14000,10.74%,456.63
17228,6000,7.66%,187.08
17229,30000,12.68%,677.69
17230,14400,18.25%,367.63
17231,20000,12.68%,451.8
17232,10000,14.17%,233.57
17233,4500,6.92%,138.79
17234,25000,18.62%,643.3
17235,30000,14.54%,1033.22
17236,7050,6.92%,217.43
17237,10000,10.74%,326.16
17238,18000,17.88%,455.91
17239,24375,10.37%,790.76
17240,4300,9.63%,138.01
17241,7200,7.29%,223.28
17242,8400,7.66%,261.91
17243,9000,11.11%,295.12
17244,6000,13.06%,136.71
17245,16700,15.65%,403.02
17246,1325,10.00%,42.76
17247,10800,5.42%,325.73
17248,18000,13.06%,410.11
17249,5000,7.29%,99.7
17250,3500,16.77%,86.56
17251,6000,11.11%,196.75
17252,16000,17.88%,405.26
17253,35000,17.88%,886.49
17254,8875,10.37%,287.92
17255,4000,10.00%,129.07
17256,8000,12.68%,180.72
17257,5000,11.11%,163.96
17258,7000,10.37%,150.01
17259,4500,15.65%,157.44
17260,23000,19.74%,606.04
17261,8400,9.63%,269.59
17262,25000,14.91%,593.57
17263,22250,16.77%,550.23
17264,25000,20.48%,669.05
17265,15000,15.65%,361.99
17266,3300,15.65%,115.45
17267,16000,17.88%,405.26
17268,3000,10.74%,97.85
17269,8000,10.74%,260.93
17270,12000,11.11%,393.5
17271,8900,7.29%,275.99
17272,15000,11.11%,491.87
17273,20000,19.36%,522.79
17274,5600,10.74%,182.65
17275,5000,5.42%,150.8
17276,8000,14.91%,189.95
17277,4000,16.77%,142.16
17278,8000,10.00%,258.14
17279,5000,17.51%,179.54
17280,9750,10.00%,314.61
17281,2400,16.40%,58.88
17282,9750,14.54%,335.8
17283,11000,12.68%,248.49
17284,11000,13.06%,370.96
17285,10675,10.37%,228.77
17286,21000,21.22%,570.73
17287,15000,14.91%,356.15
17288,25000,19.36%,653.48
17289,12000,5.79%,363.93
17290,10800,16.02%,262.75
17291,5000,10.00%,161.34
17292,5600,10.37%,181.68
17293,35000,17.14%,872.48
17294,2400,7.29%,47.86
17295,5125,10.74%,110.77
17296,24500,10.74%,529.52
17297,6000,9.63%,192.57
17298,10000,14.91%,237.43
17299,8000,10.00%,258.14
17300,11500,11.11%,377.1
17301,21600,12.68%,487.94
17302,9950,12.68%,333.73
17303,3500,12.68%,79.07
17304,15000,12.68%,338.85
17305,10000,10.74%,326.16
17306,5600,11.11%,183.63
17307,12000,7.66%,241.37
17308,28100,11.11%,612.51
17309,20000,20.11%,531.11
17310,20000,14.54%,688.81
17311,20000,11.11%,435.95
17312,35000,14.91%,831.0
17313,16000,11.11%,348.76
17314,35000,16.77%,865.52
17315,17000,16.02%,597.84
17316,6250,10.37%,133.94
17317,3000,5.42%,90.48
17318,6000,13.06%,202.34
17319,24925,13.43%,572.63
17320,7200,9.63%,151.68
17321,12000,11.11%,261.57
17322,10000,10.37%,214.3
17323,18000,16.77%,445.13
17324,4800,10.74%,156.56
17325,8000,15.28%,191.5
17326,14000,6.92%,431.77
17327,20000,10.37%,428.6
17328,6000,10.37%,194.65
17329,6000,13.06%,136.71
17330,1000,7.29%,31.01
17331,5000,14.17%,171.31
17332,9800,13.06%,223.29
17333,3600,6.92%,111.03
17334,12000,5.79%,363.93
17335,1800,13.80%,61.35
17336,7000,6.92%,215.89
17337,8600,16.02%,302.44
17338,7000,12.68%,234.79
17339,7000,13.06%,236.07
17340,2400,13.06%,80.94
17341,9000,5.79%,272.95
17342,5000,10.00%,161.34
17343,12000,10.00%,254.97
17344,4000,14.91%,138.49
17345,11200,17.88%,283.68
17346,15000,12.68%,338.85
17347,25000,16.77%,618.23
17348,10000,13.06%,337.23
17349,8000,16.02%,194.63
17350,6850,10.37%,222.23
17351,27000,10.37%,578.6
17352,15000,16.02%,364.94
17353,5000,18.25%,181.39
17354,10000,17.88%,253.29
17355,20000,13.80%,463.3
17356,22000,12.68%,496.98
17357,1000,5.42%,30.16
17358,15000,10.37%,486.62
17359,6800,10.37%,145.73
17360,8600,7.66%,268.15
17361,10600,14.91%,366.99
17362,3000,11.11%,98.38
17363,5000,7.66%,155.9
17364,2800,5.79%,84.92
17365,9600,13.06%,323.74
17366,4800,14.54%,165.32
17367,1200,16.40%,29.44
17368,15000,13.06%,505.85
17369,20000,10.74%,652.32
17370,7200,15.28%,172.35
17371,5200,9.63%,166.89
17372,15000,14.91%,356.15
17373,35000,16.02%,851.51
17374,15000,10.74%,489.24
17375,19600,12.68%,442.76
17376,2800,10.74%,60.52
17377,4000,15.65%,139.94
17378,20000,11.11%,435.95
17379,9400,7.66%,189.08
17380,4800,7.29%,95.71
17381,14000,17.88%,354.6
17382,30000,16.40%,735.94
17383,11200,10.37%,240.02
17384,8000,10.74%,172.91
17385,4000,5.42%,120.64
17386,6000,12.68%,201.25
17387,20000,16.40%,490.63
17388,5775,14.91%,199.94
17389,20000,13.80%,681.62
17390,12000,13.06%,273.41
17391,14000,7.29%,434.14
17392,6000,16.77%,148.38
17393,4800,5.42%,144.77
17394,4800,10.74%,103.75
17395,10000,13.43%,229.74
17396,9000,11.11%,295.12
17397,8000,7.29%,248.08
17398,20000,7.66%,623.6
17399,10000,7.29%,310.1
17400,5000,7.29%,155.05
17401,25000,14.91%,593.57
17402,35000,13.80%,810.77
17403,19500,15.65%,470.59
17404,11900,7.66%,371.04
17405,16000,9.63%,337.05
17406,5000,15.28%,174.02
17407,29000,15.28%,694.18
17408,15000,11.11%,491.87
17409,1500,7.29%,46.52
17410,4800,10.37%,102.87
17411,10000,15.28%,348.03
17412,35000,11.11%,1147.68
17413,7000,10.00%,225.88
17414,10800,10.00%,348.49
17415,7100,16.02%,172.74
17416,9000,13.43%,305.12
17417,1500,12.68%,50.32
17418,2500,9.63%,80.24
17419,12500,12.68%,282.37
17420,10500,10.74%,342.47
17421,10000,14.54%,344.41
17422,10000,14.17%,233.57
17423,6500,13.43%,220.36
17424,12000,10.00%,254.97
17425,2150,10.37%,69.75
17426,2800,14.17%,95.93
17427,30000,11.11%,983.73
17428,20000,20.11%,531.11
17429,11000,7.66%,342.98
17430,15000,6.92%,462.61
17431,16000,17.51%,402.05
17432,3600,14.17%,123.34
17433,7000,14.17%,163.5
17434,10000,15.28%,239.38
17435,6000,12.68%,135.54
17436,10000,7.66%,311.8
17437,6000,16.02%,211.01
17438,5000,9.63%,160.47
17439,35000,12.68%,790.64
17440,5600,9.63%,179.73
17441,8000,17.14%,199.43
17442,5000,7.29%,155.05
17443,25000,18.62%,643.3
17444,6800,5.79%,206.23
17445,6000,12.68%,135.54
17446,15000,15.28%,359.06
17447,7000,11.11%,229.54
17448,8000,14.91%,189.95
17449,14000,6.92%,431.77
17450,8200,5.79%,248.69
17451,7000,7.66%,218.26
17452,10000,14.91%,237.43
17453,2000,13.80%,68.17
17454,6000,5.79%,181.97
17455,13250,10.37%,429.85
17456,3075,10.37%,99.76
17457,5000,10.00%,161.34
17458,15000,13.43%,344.61
17459,10000,6.92%,308.41
17460,6000,10.37%,194.65
17461,8000,7.66%,249.44
17462,34000,11.11%,741.11
17463,18000,10.37%,385.74
17464,10000,10.74%,216.13
17465,5400,14.54%,185.98
17466,10500,14.91%,249.3
17467,4500,11.11%,147.56
17468,2800,6.92%,86.36
17469,10000,12.68%,335.41
17470,5500,6.92%,169.63
17471,3000,13.06%,101.17
17472,15600,12.68%,352.4
17473,7000,9.63%,224.66
17474,6000,7.66%,187.08
17475,3500,5.79%,106.15
17476,24575,10.37%,526.64
17477,2000,5.79%,60.66
17478,5600,7.29%,111.66
17479,16000,10.37%,342.88
17480,14000,13.06%,318.98
17481,2000,13.06%,45.57
17482,4200,14.17%,143.9
17483,15000,14.91%,356.15
17484,18000,12.68%,406.62
17485,9000,16.02%,218.96
17486,16000,13.80%,370.64
17487,18725,10.37%,401.27
17488,15000,17.14%,373.92
17489,8000,13.06%,182.28
17490,16000,13.43%,367.59
17491,4200,7.66%,130.96
17492,8800,10.00%,283.96
17493,3000,13.43%,101.71
17494,8000,17.14%,199.43
17495,28000,14.91%,664.8
17496,16000,13.80%,545.29
17497,30000,11.11%,653.92
17498,4500,13.80%,153.37
17499,10175,14.91%,241.59
17500,14000,14.91%,332.4
17501,12000,11.11%,393.5
17502,2000,5.42%,60.32
17503,6200,18.62%,159.54
17504,16000,17.51%,402.05
17505,24000,7.29%,744.24
17506,20000,10.00%,645.35
17507,30000,7.29%,930.3
17508,1700,11.11%,55.75
17509,17000,15.65%,410.26
17510,10000,10.74%,216.13
17511,16000,17.14%,398.85
17512,12000,14.91%,415.46
17513,1000,7.29%,31.01
17514,6000,15.28%,143.63
17515,12000,14.91%,284.92
17516,16000,11.11%,348.76
17517,5000,9.63%,160.47
17518,13800,13.06%,314.42
17519,17500,19.36%,457.44
17520,4200,7.29%,130.25
17521,15000,7.29%,465.15
17522,20000,16.02%,486.58
17523,2700,7.29%,83.73
17524,6000,16.77%,213.24
17525,12000,7.29%,372.12
17526,13000,14.54%,447.73
17527,4000,7.66%,124.72
17528,15000,6.92%,462.61
17529,22750,13.06%,518.34
17530,13200,10.74%,430.53
17531,7000,12.68%,234.79
17532,4400,10.37%,94.3
17533,15350,14.91%,364.46
17534,35000,12.68%,790.64
17535,4000,12.68%,90.36
17536,4000,5.42%,120.64
17537,21600,12.68%,487.94
17538,12800,6.92%,394.76
17539,2100,7.66%,65.48
17540,17325,18.62%,445.81
17541,5000,14.17%,171.31
17542,24175,11.11%,792.72
17543,4800,10.37%,155.72
17544,18000,7.66%,561.24
17545,10000,16.40%,245.32
17546,13800,13.43%,317.04
17547,5200,10.74%,169.61
17548,10000,17.88%,253.29
17549,30000,19.74%,790.49
17550,3000,10.37%,97.33
17551,6000,7.29%,186.06
17552,35000,15.65%,844.64
17553,10000,5.79%,303.27
17554,20000,16.02%,486.58
17555,11200,10.74%,365.3
17556,1500,10.37%,48.67
17557,30000,10.37%,642.89
17558,14000,10.00%,297.46
17559,25000,17.51%,628.2
17560,12050,11.11%,262.66
17561,8875,7.66%,276.73
17562,10375,5.42%,312.91
17563,7125,15.28%,247.97
17564,6500,10.37%,210.87
17565,18000,17.88%,455.91
17566,22100,7.29%,685.32
17567,24000,10.74%,782.78
17568,7000,11.11%,229.54
17569,1500,14.17%,51.4
17570,5800,13.06%,195.6
17571,5000,15.65%,120.67
17572,5000,7.66%,155.9
17573,2000,10.74%,65.24
17574,16000,10.74%,345.81
17575,35000,9.63%,1123.29
17576,4000,13.06%,134.9
17577,6000,10.00%,193.61
17578,5000,14.91%,173.11
17579,6000,7.29%,119.63
17580,16000,14.91%,379.89
17581,10000,15.65%,349.85
17582,10950,7.29%,339.56
17583,3000,14.17%,102.79
17584,5000,11.11%,163.96
17585,9250,10.74%,301.7
17586,11700,13.06%,394.56
17587,6000,16.77%,213.24
17588,20000,14.17%,467.13
17589,10000,12.68%,335.41
17590,8000,15.28%,191.5
17591,3000,13.80%,102.25
17592,2000,14.17%,68.53
17593,21000,14.91%,498.6
17594,15000,7.29%,465.15
17595,20000,10.74%,432.26
17596,2500,7.29%,77.53
17597,16000,15.28%,383.0
17598,20000,10.37%,648.83
17599,28000,10.74%,913.25
17600,4000,7.29%,124.04
17601,30000,16.40%,735.94
17602,35000,16.40%,858.59
17603,18000,7.66%,561.24
17604,9250,10.37%,198.23
17605,5600,10.74%,182.65
17606,4000,5.79%,121.31
17607,6000,13.80%,204.49
17608,4800,14.54%,165.32
17609,33950,14.54%,1169.26
17610,15000,13.43%,508.53
17611,15000,7.29%,465.15
17612,9600,16.40%,235.5
17613,8800,7.66%,177.01
17614,2000,16.77%,49.46
17615,18400,16.40%,451.38
17616,8000,10.74%,260.93
17617,1500,7.29%,46.52
17618,4000,17.14%,99.72
17619,5600,11.11%,183.63
17620,10800,14.91%,373.91
17621,1500,10.00%,48.41
17622,35000,17.88%,886.49
17623,3000,11.11%,98.38
17624,2000,7.66%,62.36
17625,17000,17.14%,423.78
17626,22000,14.54%,518.09
17627,26000,12.68%,587.33
17628,4000,14.17%,137.05
17629,24000,10.74%,518.72
17630,4500,7.29%,139.55
17631,14500,7.66%,452.11
17632,12000,12.68%,271.08
17633,6500,9.63%,208.61
17634,8000,10.74%,172.91
17635,1600,10.37%,51.91
17636,4000,5.79%,121.31
17637,33500,17.14%,835.09
17638,2000,11.11%,65.59
17639,4800,15.28%,114.9
17640,13000,7.29%,403.13
17641,9000,17.51%,226.15
17642,2200,12.68%,49.7
17643,20000,12.68%,451.8
17644,3000,10.74%,97.85
17645,2400,5.79%,72.79
17646,1225,5.79%,37.16
17647,14000,15.28%,335.13
17648,10000,6.92%,308.41
17649,1750,11.11%,57.39
17650,15000,16.02%,364.94
17651,13000,7.29%,403.13
17652,15000,6.92%,462.61
17653,7800,9.63%,250.34
17654,20000,16.02%,486.58
17655,12000,11.11%,393.5
17656,8000,16.02%,281.34
17657,5400,7.66%,168.38
17658,11575,14.91%,274.83
17659,30000,14.91%,1038.64
17660,6000,7.29%,186.06
17661,3000,17.51%,75.39
17662,22400,14.17%,523.19
17663,20000,11.11%,655.82
17664,3000,7.66%,93.54
17665,7500,10.37%,243.31
17666,7200,11.11%,236.1
17667,7500,10.74%,162.1
17668,12000,7.29%,372.12
17669,5000,13.43%,114.87
17670,4500,7.66%,140.31
17671,5425,14.54%,186.84
17672,10000,16.77%,247.3
17673,8800,10.37%,285.49
17674,24000,7.66%,748.32
17675,27000,19.74%,711.44
17676,3000,5.79%,90.99
17677,8500,5.79%,257.78
17678,15000,14.17%,350.35
17679,15000,11.11%,491.87
17680,4800,6.92%,148.04
17681,18500,7.66%,576.83
17682,11200,15.65%,270.29
17683,35000,18.25%,893.54
17684,7500,9.63%,158.0
17685,24000,14.17%,560.56
17686,21000,11.11%,457.75
17687,18300,10.37%,593.68
17688,34000,10.37%,728.61
17689,4000,7.66%,124.72
17690,21000,11.11%,457.75
17691,17000,13.80%,393.8
17692,9000,9.63%,189.59
17693,6000,12.68%,201.25
17694,5000,10.00%,161.34
17695,6000,10.37%,194.65
17696,35000,17.14%,872.48
17697,19425,11.11%,636.97
17698,2800,7.66%,87.31
17699,15000,13.80%,347.48
17700,8500,11.11%,185.28
17701,20000,19.74%,526.99
17702,4500,16.02%,158.26
17703,11000,5.79%,333.6
17704,13850,12.68%,464.53
17705,5000,10.74%,163.08
17706,6500,10.74%,140.49
17707,5000,10.74%,108.07
17708,19800,15.65%,692.7
17709,11000,17.14%,274.21
17710,20000,11.11%,655.82
17711,6650,10.37%,215.74
17712,25000,13.06%,569.6
17713,9600,15.28%,229.8
